Смерти/д.н.,ср. кол-во рака в г.,ср. кол-во смертей в г.,ср. кол-во диагнозов/д.н.,медиан. доход,Население графства,% бедности,кол-во исслед./д.н. в округе,ср. возраст в округе,ср. возраст м. в округе,ср. возраст ж. в округе,ср. размер дом-ва,% женатых,% 18-24 без 11 классов,% 18-24 оконч. 11 классов,% 18-24 оконч. бакалавр,% >25 оконч. 11 классов,% >25 оконч. бакалавр,% >16 работают,% >16 не работают,% с частной мед. страховкой,% с гос. мед. страховкой,% раса белые,% раса черн.,% раса азиаты,% раса другие,отн. кол-ва детей к женщинам
203.8,211,94,464.3,34655,30553,24.5,0,46.4,46.1,46.8,2.28,51.6,21.2,35.1,2.3,39.3,7.7,42.4,13.2,55.6,51.1,96.4832,0.4526,0.2442,0.2898,3.9352
149.1,286,125,345.3,60650,77390,10,0,39.7,38.7,40.5,2.64,54.7,9.3,21.9,11.7,27.9,19.1,59.1,6.5,80.6,28,93.6038,1.5682,1.3887,0.6072,4.5409
178.6,88,40,416.1,41101,13801,16.5,0,49.3,48.8,49.7,2.3,55.1,21.7,41,6.4,35.4,11.1,44.6,12,65.3,47.6,96.2504,0.4606,0.5829,0.6909,3.7979
178.5,204,101,393.1,43338,36377,14.8,384.8585645,46.4,45.3,47.4,2.3,54,16.7,26.2,5,35.3,13.6,51.6,9.2,66.5,42.3,94.1627,0.2533,0.2588,0.1307,3.887
172.2,136,70,358.9,45174,25788,14.4,1318.442687,46.4,45,47.5,2.31,54,28.3,33,4.2,39.9,15,52.3,7,71.2,39.8,96.6016,0.4882,0.6189,0.0846,6.0883
178.6,523,229,413.5,57088,108801,9.8,9.191091994,41,39.6,42.6,2.45,52.1,11.7,32.8,10.6,29.7,16.1,58.8,7.8,76.5,32.3,87.124,6.3928,1.9734,1.4233,5.8083
168,211,76,489.1,50191,33161,11.6,422.1826845,44.3,42.7,45.7,2.33,57.5,10.4,34.5,9.7,26.2,20.2,58.5,8.4,71.7,35.5,92.4738,0.7481,0.5694,0.2211,5.0555
192.1,2484,940,514.3,41787,410849,21.5,523.3066163,39.6,38,41.1,2.48,44.6,19.7,31.5,5.3,32.8,12.1,49.2,13.2,63.5,43.9,74.7717,20.4201,0.9575,0.4725,4.864
196.5,195,83,475.7,39721,25164,18.5,0,48.9,47.9,49.9,2.3,57.2,24.9,36.2,3.5,40.2,7.6,41.2,11,61.6,49.8,97.5766,0.3608,0.4117,0.0823,6.3903
195.2,84,55,324.9,33600,15431,20.9,0,48.3,45.1,51.3,2.1,46,15.6,32,2.3,38.4,12.3,42.2,9.5,61,47,90.8873,4.569,0.4992,0.1201,2.7736
151.8,551,168,521.2,55592,91636,9.7,556.5498276,41.7,40.2,43.6,2.46,52,12.3,31.2,9.5,26.9,18.9,59.9,6.6,73,33.7,94.5788,1.3736,0.7141,0.3848,5.6497
168.3,219,86,447.1,43509,41540,18.5,0,38.9,37.4,41.5,2.45,47.1,11.3,39.2,3.8,41.1,8.6,46.5,8.5,68,38.7,91.098,5.6354,0.3773,0.7116,3.7487
187.5,230,111,396.3,44780,45941,16.6,0,42,41.5,42.5,2.5,54,14,28.7,5.1,40.2,9.6,52.1,9,65,38.1,97.1458,0.6345,0.3248,0.1299,6.3097
155.4,153,67,373.8,39126,36380,18.7,0,32.8,28.8,38,2.51,44.3,5.8,21.6,10.3,33.8,19.2,51.4,7.2,71.6,33.2,93.617,0.742,2.9214,0.2346,5.374
181.6,228,100,448.5,41678,31883,14.1,0,48,46.6,49.2,2.3,55.7,13.6,35.4,7.5,44.3,9.5,51.9,7.8,69.4,42,97.4822,0.3964,0.6039,0.3004,5.169
165.5,1352,435,514.9,45840,286085,20.1,443.9240086,31.5,30.6,32.7,2.4,38.8,5.9,16.7,12.1,21.6,20.4,57.3,9,72.7,31.3,75.5068,11.151,5.6767,1.7722,4.4992
173,275,110,417.8,48681,64223,15.2,0,37.9,37.3,38.7,2.72,50,17,39.4,6.6,38.1,10.6,52.8,10.4,69.1,36.1,91.0824,3.2733,0.3481,1.0536,6.9109
193.4,186,93,406.2,37122,25345,19,0,624,51.6,52.5,2.2,52.2,25.2,32.4,2.2,40,10,40.4,12.1,61.4,53.2,96.1458,0.626,0.5197,0.1417,4.0128
167.6,72,41,344.3,35961,11348,17.3,0,53.3,52.6,54.3,2.07,51.2,21.4,35.6,6.8,45,13.6,43.8,9,64.1,49.2,96.5673,0.504,0.365,0.2781,4.6833
180.1,260,105,446.7,42431,70698,28.3,99.01270192,26.3,26.3,26.1,2.61,34.9,5.1,17,5.6,31.8,15.5,55.9,11.3,72.6,27.1,88.5608,2.5853,1.6938,0.3057,3.8149
193.8,883,372,473.5,46670,159494,15.4,514.1259232,40.5,39,42,2.48,48,16.8,30.4,4.6,34.8,13.7,50.7,10.3,67.9,38.8,87.5462,8.5253,0.6641,0.4801,5.0408
171,1199,454,464.2,46283,260263,18.9,810.7183887,34,32.6,35.5,2.47,44.3,7.1,20.4,11.2,23.1,21,59.6,9.1,73.4,31,81.6313,10.9713,2.3217,0.7166,4.4264
200.7,103,45,469.6,40709,17260,17.4,0,44.4,43.4,45.4,2.38,54.4,19.9,41,3.4,42.4,8.2,48.7,10.4,60.6,45,96.2565,0.6849,0.4295,0.2496,4.3691
160.2,2809,965,473.3,53342,636369,15.3,414.8536462,34.8,33.9,35.8,2.63,49.2,13.2,26.7,12.4,25.5,21.8,63.4,7.7,72.2,29.7,81.2417,9.7228,2.4991,2.6086,5.9833
113.5,12,5,337.6,40411,2168,12.7,0,54.5,53.2,55.4,2.1,55.6,20.8,32.7,8.9,32.6,13.5,44.8,7,66.2,50.8,98.3621,0.8644,0.1365,0.0455,7.9365
213.1,78,42,395.3,30990,11424,29.2,0,51.5,51.6,51.3,2.53,46.6,36.9,26.4,2.4,41.5,5.6,,13.2,51,57.9,87.4584,7.8943,0.0963,0.3763,4.4221
186.7,492,189,484.6,51510,88373,11.1,135.7880801,43.3,42.6,44,2.64,57.1,15,37.2,4.7,37.1,11.2,53,10.5,74.7,33.3,95.7523,1.2716,0.4703,0.595,5.4077
132.5,138,54,372.9,60622,21981,8.9,0,52.4,51.3,53.3,2.31,61.4,17.1,21.1,5,22.4,22.3,51.9,7.1,75.8,38.4,92.6373,0.5741,0.689,0.7257,5.8873
177.6,512,217,425.8,48194,98573,14.5,649.2650117,40.9,39,42.8,2.46,50,14,31.4,4.5,36.7,12.7,54,8.6,71.5,36.3,92.3783,2.645,0.2872,1.5288,4.6301
162.7,855,316,433.5,74341,187316,6.1,0,42.1,41.2,42.9,2.66,58.9,12.6,31.2,10,25.6,22.2,62.6,5.9,83.2,24.4,96.3796,0.4729,0.909,0.337,4.4266
160.3,75,31,422.5,39359,10890,15.4,0,50.9,50,51.7,2.07,54.2,15.8,29.4,3.5,36.5,11.9,47.6,12.5,63.4,44,75.3169,1.7113,0.5886,0.6519,3.3811
177.8,4974,1809,506.5,54865,864840,12.3,154.9419546,40.8,39.4,42.1,2.52,49.5,13.6,29.2,9.2,30.6,15.2,58.2,9,73.6,31.9,83.1942,10.2884,3.4651,0.554,4.708
180,186,72,494.9,37477,24461,16.6,81.7628061,48.2,45.8,51,2.28,51.1,27.8,40.4,4.8,37.3,12.3,43.6,11.5,65.4,45.4,91.7754,3.1831,0.3872,0.0611,4.0465
168.7,343,141,430.4,44735,67215,15.4,74.38815741,39.1,38.4,39.9,2.38,46.4,6.4,23.3,8,33.1,19.1,52.1,8.1,73.2,32.7,93.374,1.6913,0.7058,0.2693,3.3154
190.2,144,82,350.2,42896,28783,16.3,799.0827919,45.7,44.5,46.9,2.3,54.9,24.5,33.9,1.8,34.4,12.6,52.1,10.7,64.3,43.5,94.9984,0.9961,0.5991,0.5642,5.9609
177.2,222,89,448.5,41572,43067,23,626.9301321,35.7,33.5,37.7,2.61,44.2,8.7,22.6,2.6,34.4,13.6,48.9,12.2,67.9,37.2,93.0163,2.7482,0.8152,0.2517,4.3033
185,108,70,310.1,42191,23548,14.5,0,47.5,46,48.7,2.19,52.9,19.9,43.3,2.9,42.2,11.3,52.6,8.5,66.3,41.3,94.7211,0.2656,0.2024,0.059,5.558
154.4,436,160,438.7,51629,83632,11.9,0,40.9,39.7,42.4,2.45,57.2,13.1,34.5,8.8,29.6,19.4,55.6,8.5,76.5,31.9,93.6549,1.3812,2.3307,0.6111,5.7628
190.2,84,39,417.3,40455,14903,16.1,0,43,41.7,44.3,2.52,56.8,14.1,49.1,2.4,42.8,8.8,51.2,11,61.4,43.5,96.9642,0.5271,0.447,0.2469,4.8093
182.8,652,325,371,57719,149568,10.4,608.4189131,41.7,41,42.6,2.55,54.1,12.5,35.6,7.2,36.2,12.2,56.4,8.3,77,31.1,94.6083,2.3226,0.6169,0.6076,6.1022
184.5,348,137,475.3,41554,62945,20.4,0,40,39.2,41,2.59,51.3,18.2,42.1,3,39,8.7,49,11.2,64.9,40.1,94.2512,2.1157,0.3905,0.4143,5.8318
207.6,88,37,484.4,37961,9259,15.7,0,54.6,54.3,54.9,2.27,51.5,32.3,26.3,3.5,41.9,6.8,36.1,16,60.8,53.1,97.0535,0.3617,0,0.3404,3.2631
189.2,975,379,499,42588,172790,20,260.4317379,39.1,38.1,40.4,2.56,47.4,17.9,34.9,3.7,34.8,12.6,51.5,11.9,64,41.4,80.9386,13.8189,0.5103,0.4379,4.9741
159.6,6825,2231,495.7,69378,1242304,10,297.0287466,40.8,39.4,42.1,2.47,52.4,11.7,26.8,15.1,20.1,25.4,61.4,7.5,79,26.4,76.3037,13.8841,6.2686,0.6652,5.3104
153.3,128,54,370.2,41166,26105,20.1,0,42.3,41.2,43.8,2.6,57.1,30,32.9,3.2,34.7,10.6,50,8.7,61.3,44.2,94.7425,1.3001,0.2821,1.5898,4.9309
171.1,49,22,396,35387,6007,17.8,0,55.6,55.5,55.6,2.01,57,31.1,21.5,3.8,40.6,10.8,36.7,13.7,63.6,49.4,96.2528,0.3176,0.5081,0.3652,3.277
193.7,165,60,541.3,40235,23058,20.4,1778.124729,42.5,41.5,43.9,2.6,51.1,23.8,39.6,1.5,44.7,8.7,47.8,10.3,59.7,43.7,96.574,0.7919,0.2798,0.1679,4.2119
199.5,59,30,404.3,33975,8251,20.5,0,51.3,50.8,51.9,2.27,55.7,37.1,27.9,2.6,40.6,6.7,39.7,13.2,57.4,49.7,96.684,0.4382,0.0829,0.2724,5.0414
194.7,145,64,457,44693,24253,13.2,0,44.2,43.6,44.9,2.38,56.8,20.5,39.6,8.9,36.6,13.5,54.6,8.2,68.4,39.2,95.808,0.3811,0.6255,0.3811,3.2164
142.2,1060,384,404.1,60577,279955,9.1,7.144005287,34.7,33.9,35.7,2.74,56.6,8.8,24.3,9.6,28.9,20.9,63.8,6.1,80.2,25.6,90.0756,1.6351,2.7982,2.9136,5.3716
171.8,99,44,414.7,39420,12841,16.1,0,53.2,52.8,53.5,2.13,59.6,16.2,27.6,11.3,40.6,10.6,40.1,13.1,70,45.7,97.2693,0.4602,0.3375,0.1074,3.1784
201.8,228,97,496.9,35002,23898,20.7,0,54.4,53.9,54.8,2.06,53.8,19.4,33.6,3.1,38.9,9.1,36.2,14.2,60.7,56,96.8257,0.1994,0.2742,0.0914,5.929
175.3,1160,439,475.4,44548,193307,17.4,460.4075383,40.3,38.3,42,2.44,45.5,15.6,27.8,5.7,34.2,13.6,51.3,11.1,67,41.3,75.2701,18.404,1.1742,1.6887,5.4331
189.5,953,382,488,50303,159875,13.8,500.3909304,42.8,41.8,43.8,2.47,53.7,16.7,36.3,5.1,35.3,11,54.1,10.4,71.2,36.1,93.6265,2.2028,0.6252,0.6451,4.6461
178.9,293,134,404.4,43687,61018,18.5,0,39.2,38.1,40,2.59,54,25.2,40.9,4.6,38.9,9,55.6,8.6,66.2,37.9,92.1487,2.7646,0.6342,2.0157,7.0773
170.6,209,102,368.5,42081,41475,14.7,0,44.2,43.1,45.1,2.55,53.6,17.8,39.1,3.7,45.1,7.8,50.9,10.7,63.8,40,96.6368,0.5712,0.3118,0.6069,5.168
213.7,54,29,439.1,39539,8173,17.6,0,50,49.5,50.2,2.38,52.1,16.7,53.8,0.9,46.8,9.3,40.2,15.6,60,49.7,86.9208,0.4947,1.472,0.181,4.6332
184.9,421,157,505,47882,68619,15.3,72.8661158,41.5,39.9,43,2.49,54.9,14,33.4,3.5,36.6,10.3,,10.3,70.7,35.2,96.798,0.4587,0.4326,0.285,5.1355
181.9,323,131,459,43186,53777,15.6,0,43.3,42.2,44.6,2.49,55.9,20.4,36.1,3.1,42,9.4,52.2,9.3,68,40.5,96.4884,1.1485,0.3161,0.351,6.3047
188.2,385,168,431.5,46715,75077,16.5,173.1555603,41.3,40.3,42,2.61,51.1,29.2,33.7,5.9,34,12.6,54.4,8.4,62.7,39.8,87.8502,3.6138,0.5786,3.9216,4.6664
197.9,10411,3927,528.7,41434,1759335,24.1,470.063973,37.8,36.1,39.2,2.63,38.1,18.8,30.7,7.1,30.3,13.4,49.9,14.9,58.4,42,53.3425,39.4143,2.9048,1.7288,5.6762
199.2,212,84,528.4,39807,33003,19,0,41.7,40.3,43,2.56,54.3,19,39.4,5.3,38.8,11.4,52,9.5,63.4,42.5,96.2261,0.6443,0.6259,0.0977,5.2486
164.1,1962.667684,50,453.5494221,40676,15702,14.9,0,53.1,52.7,53.4,2.05,61.2,19.4,42.4,8,39.9,10.8,47.8,7.3,66.3,51.5,95.0754,0.3662,0.3094,0.0821,7.8674
167.9,1962.667684,497,453.5494221,70868,344151,7.6,418.4209838,37.9,37.2,38.7,2.7,54.4,15.9,32.3,9.6,28.4,20,68.4,6.2,79.3,25.7,85.6647,4.9013,4.0893,1.6941,6.1914
189.3,1962.667684,86,453.5494221,51116,33386,14.6,0,42.4,42,42.9,2.41,57.6,18.5,38.2,6.5,33.5,15.6,61.5,3.5,66.7,38.4,87.7573,0.516,0.4647,0.3742,5.2354
162.6,1962.667684,79,453.5494221,43706,45672,18.5,1050.972149,33.3,31.8,34.7,2.59,44.2,12.8,24.7,6.9,26.1,17.4,58.5,10.6,58.6,40.5,74.0899,0.8188,0.8716,0.2619,6.5617
155.3,1962.667684,63,453.5494221,52531,39710,13.6,0,35.4,35.3,35.6,2.45,50.6,12.6,27,8,32.1,15.2,66,6.7,71.5,32.2,94.3143,2.3253,1.132,0.1173,7.207
156.8,161,60,431.5,38221,29457,22.7,0,41.6,39.8,43,2.38,54.1,24,39.2,3.7,31.4,15.6,51.8,9.9,48.5,41.9,68.577,0.2469,0.3807,0.3052,7.3889
159.7,325,121,430.2,53572,66418,12,813.0326116,40.9,39.8,42.4,2.38,51.7,13.6,31.7,5.3,23.7,24.3,63.1,4.9,74.1,30.3,93.6395,0.5263,0.6273,0.2586,5.2471
126.9,12,5,371.2,37911,2408,19.1,0,44.8,41.8,47.3,2.52,56.5,29.1,18.9,0,22.1,18.7,49.8,4.5,71.2,33.9,96.2009,0,0,0.802,5.0279
174.6,141,57,460.7,36734,19052,19.2,0,50.8,50.7,50.8,2.21,55.9,26.7,32.6,9.3,33.6,12.9,42.5,13.1,55.5,43.2,95.9611,0.0517,0.5533,0.1603,4.7035
130.6,9,3,349.8,43132,1683,15.4,0,51.2,51.1,51.3,2.31,66.3,8.8,65.7,11.8,45.9,15.6,64,0.8,83.4,30.7,94.6759,0,0.3472,0,8.6207
129.5,46,17,378.7,41539,7915,12.6,0,52.1,51.6,52.5,2.23,55.3,13.7,29.5,12.5,35.9,18.8,57.9,4.8,66.8,34.8,95.6998,0.7725,0.0515,1.3905,3.2389
198.6,18,6,573.8,36903,1830,18,0,49.6,52.3,44.2,2.47,55.1,34.9,40.6,2.8,39.7,18.8,55.8,3.9,57.7,41.3,98.4721,0,0.4742,0,3.8997
188.8,35,12,538.8,36449,4251,17.3,0,619.2,52.3,50.7,2.67,46,17,59.8,13,41.8,9.8,42.3,11.8,48.3,53.8,98.4427,0.0708,0.1652,0.1416,3.3333
158.9,463,173,420.1,44716,114181,15.8,937.1086258,34.8,33.9,35.7,2.33,45.2,9.3,26.4,9.9,22.7,25.4,64.1,8.2,69.4,26.9,92.22,0.4564,1.2531,0.1974,3.7622
196.6,39,14,587,39827,4582,19.1,0,48.5,49,48.1,2.43,58,15.4,60.1,0,40.2,10.7,51.6,4.6,61.7,39.4,95.8038,0.1879,1.0856,0,7.6112
140.9,98,31,459.2,42942,15972,14.7,2191.334836,46.6,46.3,47.1,2.28,52.2,19.9,31.2,8.8,33.1,23.3,59.3,5.4,67.6,29.3,96.2758,0.5475,0.0891,0.1337,3.27
151.2,29,10,456.8,41595,4169,15.7,0,47.9,45.6,49.1,2.26,60.8,20,30.2,4.4,37.3,15.3,52.5,6.3,62.5,35.2,87.209,0,0,0.7199,9.4488
171.7,36,16,424.8,39292,6184,20.3,0,41.9,41.7,42.3,2.52,50.2,28.1,26.2,11.5,33,17.4,56.2,6,61.2,37.6,82.2269,0.3384,0.3867,0.6284,4.9881
161,43,16,462,40072,6840,20.2,0,45.4,43.6,49.3,2.25,43.3,22.1,46.1,4,37,12.1,43.3,2.2,63.2,38.2,92.3011,0.4731,1.1039,0.2294,6.11
151.6,238,93,404.2,42902,41373,17.2,0,47.6,46.4,48.9,2.43,53.2,26.3,28.8,6.1,33.9,16.6,51.6,8.2,59.2,41,95.5834,0.3013,0.5438,0.3209,3.9692
170.1,53,21,435.5,65738,11960,8.2,0,38,38.1,37.9,2.51,55.9,18.9,44.4,6.6,38.5,11.4,67.8,2.5,70.8,20.2,94.6101,0.3683,0.3503,0.8354,9.1561
182.6,53,19,509.5,37511,11476,23.8,0,30.4,28,31,3.54,38.7,29.9,41.8,1.8,38.8,10,45.5,6.8,39.6,38.6,36.9671,0.0813,0.1897,0.6322,6.5471
164.6,46,15,490.7,50751,9398,20.5,0,36.9,38,36.1,2.81,53.8,14.9,44.9,3.9,32.7,14.8,57.4,10.6,59,27.7,61.0137,0.2032,0.5881,1.219,4.559
151.3,82,29,439.6,32815,11336,20.7,0,51.5,52.4,50.9,2.21,61.2,32.7,35.6,2.4,41.9,12.9,43.3,9.3,52.2,44.7,91.5477,0.1498,0.2732,0.1851,8.5685
171.4,193,79,445.5,39882,34622,19.5,1357.518341,40.6,37.7,43.2,2.22,44.8,18,39.2,2.7,34.9,16.8,58.5,7,63.8,34.7,94.6511,0.4718,0.6889,0.4573,4.5124
127.4,64,16,519.3,60812,9486,8.4,421.674046,46.7,47,46.4,2.44,65.2,18,49.4,1.8,37.2,15.2,59.5,3.6,75.8,30.2,95.7472,0.183,0.506,1.0659,3.6364
165.6,25,10,473.1,45000,3634,12,0,46.1,44.2,48.8,2.55,62.4,28.6,30.8,0,38.1,20,,0.9,72.5,33.6,95.9538,0.1927,0.7157,0,9.1918
164.9,42,16,447.8,46208,6104,13.9,0,44.8,44.7,44.8,2.5,58.3,25.4,36.1,3.5,34.3,16.5,56.3,5.1,63.6,40.2,95.2256,0.0823,0.3128,0.7903,8.5811
174.2,30,11,475.5,45207,5087,17.2,0,41.7,40.9,44.6,2.24,52.6,44.6,22.9,2.3,36.6,10.4,53.5,3.1,57.3,35,90.8155,0.1553,2.2136,0.3883,6.5574
149.4,13,5,382,35875,2110,19.5,0,46.5,48.4,43.9,2.34,57.7,52.4,36.7,0,36.4,14,54.4,3.4,63.4,34.1,96.0284,0,0,0.2364,5.0667
214.4,6,3,373.3,43859,1130,11.7,0,51.2,53,49.6,2.15,56.5,18.7,28,0,37.4,16.4,54.7,3,68.1,38.5,100,0,0,0,17.8771
168.9,812,300,475.8,51653,157048,12.3,1757.424482,38,36.8,39.1,2.44,50.2,16.4,37.6,6.8,31.2,20.1,64.8,4.1,69.7,29.1,90.6911,0.6968,0.7365,1.0339,5.1161
152.3,89,32,447.2,61802,17110,8.2,0,458.4,36.3,40.7,2.46,58.1,4.3,22.7,6.2,29.5,18,63.4,3.5,83.4,24.3,96.4761,0.353,0.4824,1.1943,9.6756
169.9,29,15,356.1,40351,5220,16,191.5708812,46.1,45.2,47.8,2.29,56.5,30.1,26.2,5.4,31.1,17.2,61.2,1.4,64.9,38.3,84.5485,0.4345,0.5478,0.4911,5.3608
187.4,20,10,400.6,43883,3091,12.1,0,49.5,47.7,50.5,2.21,61,11.9,14.8,14.2,42.3,10,62.2,3.1,75.6,35.3,97.9079,1.223,0.1931,0.4184,7.9926
138.2,16,10,221.5,55955,5937,9.2,0,38.8,36.8,41.4,2.61,62.7,12.4,29.1,5.3,35,14.2,68.3,2.6,76.1,28,97.188,0.5591,0.2631,0.3453,5.6782
120.2,40,13,432.5,49517,5163,10.7,0,48.9,47.6,50.9,2.15,67,21.5,22.7,9.2,37,14.8,,1.7,74,36.1,97.1054,0.0579,0,0,6.3545
215,30,14,453.6,41344,7064,34,0,28.6,27.5,30.3,3.3,40.9,30.2,32.9,3,35.5,9.2,,14.4,39.9,39.1,41.4195,0.1008,0.5615,0.3887,8.4677
156.3,24,12,350.1,44726,4154,12.3,0,46,44.2,46.6,2.21,64.2,17.2,34.4,3.1,42.6,14.5,67,1.4,70.5,38.3,98.3075,0.0705,0,0.0235,5.0129
159.2,104,39,431.4,69191,20248,7.4,0,41.2,40.1,42.4,2.48,63.5,13,24.9,11.2,31.1,22.6,68,1.4,82.4,22.9,97.28,0.6763,0.0987,0.3061,5.7256
142.1,39,15,392,53290,9367,13.6,0,30.1,27.2,32.2,2.33,53.9,3.6,17.7,2.4,20.5,25.8,66.8,3,82.7,22.2,95.2573,3.3422,0.0212,0.7321,5.9815
162.7,31,12,495.5,40979,3625,12.7,0,47.5,45.5,49,2.31,57.2,28,31.1,3.5,36.1,12.9,56.7,4.7,69.1,38.3,95.5369,0.0541,1.3795,0.5139,3.5242
164.7,72,33,389.2,51335,13806,10.6,0,41.3,38.2,43.6,2.31,56.5,13.6,25.8,5.3,32.6,19,65.5,2,77.4,28.9,95.6094,0.9331,0.2242,0.7016,6.9935
157.5,179,63,485.3,48658,31587,12.5,63.31718745,37.8,35.5,39.6,2.35,51.9,7.7,20.7,4.6,32,14.9,63.5,5.5,75.6,27.5,94.9272,0.9637,1.2372,1.0527,5.4329
211,1962.667684,62,453.5494221,46840,24200,13.2,0,38.9,37.1,40.8,2.51,51.6,19.8,39.3,1.4,35,10.9,48.4,11.9,63,37,81.8407,2.3709,2.6678,3.6451,7.724
167.7,1962.667684,3120,453.5494221,51241,2114801,15.6,405.2390745,36.4,35.9,37,2.78,44.6,20.2,35.5,4.9,28.8,15.1,57.7,10.8,62.9,27.3,63.7505,10.8369,9.1698,10.1459,5.1251
145.2,1962.667684,108,453.5494221,60322,47710,10.3,0,49.4,48.7,50,2.37,58.9,17.3,38.6,5,24.7,16.4,51.5,8.5,70.7,35.8,89.1513,0.5544,1.3056,3.4999,5.1938
143.2,1962.667684,55,453.5494221,72648,51935,10.8,0,33.5,32.9,34.1,2.87,56.6,19,33.7,5.1,26.8,12.3,67,5.5,73,18.5,88.1366,1.2897,0.927,2.562,6.7007
262.1,1962.667684,4,453.5494221,47180,829,14,0,46.5,43,47.5,2.35,44.3,1.2,62.7,0,43.2,12.6,46,11.9,56.5,37.1,87.3795,0,0,7.9755,4.3269
178.7,1962.667684,4,453.5494221,70535,2016,9.8,0,43.9,44.9,42.6,2.17,64.7,48.1,19.2,0,35.8,14.2,64,4.7,76.4,18.6,95.8059,0.1198,0,1.438,2.4129
123.8,1962.667684,7,453.5494221,74347,5903,11,0,37.2,36.4,37.6,2.79,54.3,24.3,51.6,3.3,37.5,4.7,59.8,12,69.1,24.4,88.446,0.1345,0.8073,2.3713,11.6318
127.4,1962.667684,9,453.5494221,45629,5036,15.1,0,37.4,37.3,38.1,2.55,56.8,30.1,38.4,0.8,32.1,15.9,41,11.8,64.1,31.5,90.643,2.9265,0.077,0.9049,4.5198
195.7,1962.667684,124,453.5494221,48576,52585,13.7,0,43.2,43.1,43.4,2.63,51.1,30.2,36.7,0.2,30.2,11.1,48.6,13.6,61.1,37.5,85.7367,0.9369,1.3067,5.4262,4.6296
254.3,1962.667684,20,453.5494221,40714,4478,19,0,48.7,48,49.2,0.0225,41.8,6.1,42.3,0,31.2,6.8,48.1,15.4,58.1,43.2,66.6886,1.3141,4.0955,4.3583,9.5185
213.5,1962.667684,154,453.5494221,42881,42477,16.8,0,50.8,50.8,50.8,0.0242,54.4,32.3,41.2,3.3,35.6,9.2,39.7,13.4,53.1,48.2,85.6633,2.5642,1.4311,5.1589,6.3026
121.8,1962.667684,9,453.5494221,52001,6634,18.5,0,41.3,39.5,44.1,2.29,44.8,38,28.9,0,35.4,7.5,36.9,9.5,59.9,34.7,86.3582,4.82,0.1636,2.9158,14.6211
132.6,1962.667684,7,453.5494221,55291,3987,8.4,0,54.7,54,55.6,2.2,53.5,16.9,43.5,13.7,29.5,14.1,50.4,10.3,68.5,34.1,94.2479,0.4327,1.4508,0.2036,1.1782
166,1962.667684,727,453.5494221,52862,446903,15.4,170.0592746,37.6,36.8,38.4,2.58,47,15.9,28.7,7.8,24,18.2,59.6,9.1,65.4,28.1,80.4576,2.4063,5.3099,5.8057,5.6426
188.4,1962.667684,23,453.5494221,57243,9811,13.7,0,39.4,38.4,40.3,2.71,44.8,23.9,47.1,4.3,34.5,8.8,43.8,10.6,67.6,31.9,86.5651,4.1708,0.7419,0.9224,5.4705
193.5,1962.667684,145,453.5494221,45639,54521,19.3,36.68311293,42.6,41.2,44.4,2.43,45.1,17.4,33.7,5.1,28.6,12.8,52.9,11.3,61.3,35.6,82.8365,0.9655,2.9881,7.2501,4.2624
182.6,411,151,508.6,59831,60641,10,329.8098646,46.1,45.3,46.8,2.42,54.2,15.4,37.9,10.5,31.5,19.1,60.8,5.3,69.6,33.9,96.389,0.5431,1.0662,0.3229,4.8244
168.8,360,133,481.8,57556,47285,10.7,0,50.3,49.3,51,2.22,59.4,14.8,44.4,3.4,31.4,20,56.6,5.8,70,36.4,97.3965,0.3599,0.5998,0.0274,7.3819
162.8,452,156,489.4,56008,75909,11.8,13.17366847,42,41.4,42.5,2.34,48.4,6.1,24.1,9,33.8,19.4,62.2,6.1,75,28.7,95.6876,0.7301,1.1749,0.3925,4.6879
181.6,223,93,459.2,42491,31212,14.9,32.03895937,48.1,46.7,49.5,2.13,51.5,13.2,43.9,7.6,39.1,11.7,54.2,6.9,61.8,43.5,95.5475,1.7352,0.4299,0.3357,5.975
155,487,178,435.5,56353,89320,11.6,78.36990596,41.9,40.5,43.1,2.35,48.5,6.6,25.6,10.9,28.6,20.2,59.7,5,72.3,29.4,93.2405,0.8719,3.2102,0.1466,6.0785
163.2,2075,694,482.2,71233,406678,8.7,105.7347582,40.1,39.2,41.1,2.55,51.4,12.9,31.8,14.9,27.2,23,66.1,5.9,76.7,25.2,90.7835,2.3885,3.6084,0.9342,5.0556
173.1,879,309,507.6,62429,147994,9.5,378.3937187,42.6,41.4,43.7,2.49,51.5,10.9,29.9,9.3,28.4,21.5,62.9,5.2,76.3,28.3,94.9824,1.1816,1.6352,0.4074,3.9018
172.2,1758,570,518.8,79653,301777,6.1,72.90151337,43.5,42.6,44.3,2.51,56.8,13.5,30.9,16.9,26.9,24.6,68,5.6,82.7,22.3,95.2282,0.7481,1.8565,0.4903,4.3707
177.6,643,227,502.6,58577,126825,11.8,94.61856889,37.2,36.1,38.3,2.48,46.8,6.1,23.5,7.9,28,21.1,64.3,6.5,74.8,26.2,93.3936,0.9579,2.8857,0.3959,3.6818
171.9,273,102,475.7,57142,42967,10.4,0,45.1,44.4,46.3,2.44,50.9,17.4,44,6.6,37,16.4,60.6,5.8,69.6,33.3,96.4043,0.5193,0.8833,0.4428,3.6579
179.5,1624,584,505.5,54208,274219,15.1,43.76064386,40.6,38.9,42,2.64,45.1,12.3,32.4,9.4,32.9,17,58,12.5,66.9,33.4,67.1449,15.5638,8.2865,5.1068,4.6966
